Nr.	Phase	Area	d	l	Xcg	Ycg	Major	Aspect_ratio	Slope	GOS	MOS	Mean_E1	Mean_E2	Mean_E3	In_current dataset	Border_grain
3504	Aragonite	3.9936	2.255	4	499.74	361.97	2.6461	1.377	124.42	0.60	1.72	117.08	36.31	5.23	True	no
3505	Aragonite	2.9696	1.9445	4	547.28	360.03	2.1497	1.2222	23.753	0.81	1.94	40.76	37.27	33.55	True	no
3506	Aragonite	3.7888	2.1964	6	158.43	362.46	2.3602	1.1548	145.4	0.69	1.67	137.75	53.97	1.68	True	no
3507	Aragonite	1.8432	1.5319	3	229.94	363.00	2.9278	3.6525	102.24	0.70	1.70	103.42	73.61	13.85	True	no
3508	Aragonite	3.7888	2.1964	3	278.43	362.46	2.5902	1.3908	95.224	0.92	1.97	135.42	10.98	88.67	True	no
3509	Aragonite	1.024	1.1418	3	389.50	360.00	1.4591	1.633	26.565	0.47	0.85	133.38	94.61	4.41	True	no
3510	Aragonite	1.1264	1.1976	3	425.55	360.00	1.2609	1.1085	144.99	0.49	0.90	107.15	77.39	112.24	True	no
3511	Aragonite	3.2768	2.0426	3	536.44	361.94	2.6694	1.7079	61.289	0.69	1.24	19.96	44.87	30.71	True	no
3512	Aragonite	1.6384	1.4443	4	169.63	362.19	1.917	1.7615	129.53	1.16	1.74	58.44	136.61	96.94	True	no
3513	Aragonite	2.4576	1.7689	3	220.50	362.50	2.1863	1.5275	90	0.73	1.34	106.33	62.67	78.26	True	no
3514	Aragonite	1.536	1.3985	3	232.47	362.00	1.6232	1.3472	112.03	0.49	0.81	122.50	135.20	19.35	True	no
3515	Aragonite	3.1744	2.0104	5	358.58	363.06	2.2105	1.2089	102.14	0.72	1.24	138.89	149.14	125.32	True	no
3516	Aragonite	2.048	1.6148	5	392.60	362.65	1.8835	1.3605	25.828	1.19	2.15	166.23	128.09	112.28	True	no
3517	Aragonite	2.1504	1.6547	4	396.43	363.33	2.5704	2.413	69.363	0.66	1.97	44.39	87.29	46.21	True	no
3518	Aragonite	1.6384	1.4443	4	406.81	362.50	1.5936	1.2174	19.84	0.79	1.24	62.89	123.99	118.23	True	no
3519	Aragonite	2.7648	1.8762	4	421.56	363.11	1.9593	1.0905	91.193	0.90	2.55	89.76	63.37	156.17	True	no
3520	Aragonite	1.1264	1.1976	3	428.82	361.55	1.3338	1.2405	127.69	0.52	1.43	48.86	27.41	34.27	True	no
3521	Aragonite	4.5056	2.3951	5	452.77	364.14	3.3638	1.9724	117.86	0.80	1.41	152.58	55.36	160.44	True	no
3522	Aragonite	5.9392	2.7499	6	534.62	366.76	5.2448	3.6377	38.24	1.10	2.06	84.10	149.14	45.94	True	no
3523	Aragonite	2.2528	1.6936	5	542.73	363.23	2.6821	2.5079	81.58	0.60	1.44	26.66	46.07	39.99	True	no
3524	Aragonite	3.3792	2.0743	5	120.94	363.58	2.1804	1.105	159.16	1.14	2.13	89.83	82.89	81.13	True	no
3525	Aragonite	1.2288	1.2508	2	133.83	362.50	1.6235	1.6846	149.53	0.65	1.64	63.80	55.02	96.39	True	no
3526	Aragonite	2.56	1.8054	4	152.92	364.20	2.5565	2.0051	114.61	0.83	1.46	8.94	154.56	113.69	True	no
3527	Aragonite	1.4336	1.351	4	196.43	363.64	1.788	1.7515	63.435	0.80	1.62	17.96	23.27	27.68	True	no
3528	Aragonite	2.8672	1.9107	5	207.93	365.75	2.9917	2.4516	79.15	0.61	0.94	172.15	124.08	62.74	True	no
3529	Aragonite	3.7888	2.1964	5	216.35	364.84	2.9347	1.7853	98.502	0.98	2.57	132.80	142.54	5.76	True	no
3530	Aragonite	3.4816	2.1054	4	297.32	365.59	3.3441	2.5227	56.512	1.42	2.98	145.12	137.48	82.96	True	no
3531	Aragonite	14.95	4.363	10	297.71	374.39	6.0306	1.9105	60.783	1.33	4.20	43.19	64.54	43.23	True	no
3532	Aragonite	4.7104	2.449	4	335.50	364.80	3.3489	1.87	149.73	0.58	1.13	71.05	121.79	163.97	True	no
3533	Aragonite	2.048	1.6148	3	374.25	363.10	2.1686	1.8034	146.12	0.69	1.51	123.33	157.78	109.77	True	no
3534	Aragonite	4.608	2.4222	4	183.42	364.78	3.9379	2.6431	160.58	0.86	2.22	173.36	145.91	163.36	True	no
3535	Aragonite	1.024	1.1418	2	205.90	364.30	1.6395	2.0616	105.26	0.66	0.89	72.53	54.55	65.14	True	no
3536	Aragonite	5.9392	2.7499	5	213.47	368.95	4.1438	2.2707	116.57	0.87	2.07	121.58	26.80	6.53	True	no
3537	Aragonite	2.4576	1.7689	4	293.58	364.00	2.2139	1.5663	3.7291	0.84	2.00	40.77	66.18	45.79	True	no
3538	Aragonite	17.101	4.6662	8	315.16	371.48	6.7291	2.0796	89.122	2.08	4.63	28.10	52.56	116.36	True	no
3539	Aragonite	4.096	2.2837	2	342.65	368.17	4.7801	4.3812	70.824	1.41	2.50	4.59	164.56	105.13	True	no
3540	Aragonite	1.3312	1.3019	4	354.69	364.08	1.4004	1.1571	61.236	0.62	0.91	118.78	154.67	105.62	True	no
3541	Aragonite	8.8064	3.3485	8	366.17	369.13	4.4731	1.7845	59.38	1.48	4.23	26.31	121.22	27.49	True	no
3542	Aragonite	1.8432	1.5319	6	388.44	364.61	1.9462	1.6139	123.95	0.57	1.83	69.08	137.00	103.92	True	no
3543	Aragonite	1.4336	1.351	5	433.00	363.36	1.7428	1.6641	28.945	0.50	0.84	87.82	27.13	15.41	True	no
3544	Aragonite	2.3552	1.7317	5	448.39	365.04	2.8265	2.6642	123.52	0.47	1.18	64.57	84.24	79.29	True	no
3545	Aragonite	4.608	2.4222	6	463.31	365.69	3.4093	1.9811	142.43	0.70	1.54	131.43	116.01	161.38	True	no
3546	Aragonite	2.2528	1.6936	5	469.91	364.27	2.0001	1.3947	7.5929	0.61	2.10	37.90	42.93	138.72	True	no
3547	Aragonite	2.3552	1.7317	4	489.57	364.30	2.2535	1.6935	41.415	0.77	1.95	96.19	96.59	62.33	True	no
3548	Aragonite	5.2224	2.5786	7	512.53	366.90	3.0009	1.3543	109.43	0.78	2.41	81.15	150.83	42.06	True	no
3549	Aragonite	1.3312	1.3019	3	126.85	364.08	1.9631	2.2737	11.529	1.20	2.35	24.88	78.00	94.92	True	no
3550	Aragonite	1.8432	1.5319	3	140.44	365.22	1.7722	1.3382	9.9582	0.69	0.96	97.23	50.51	42.34	True	no
3551	Aragonite	1.8432	1.5319	4	173.61	365.28	1.8426	1.4467	102.24	0.77	0.99	162.12	65.62	135.74	True	no
3552	Aragonite	7.8848	3.1685	6	336.32	370.91	3.9692	1.5693	107.34	0.76	2.31	87.67	60.13	164.41	True	no
3553	Aragonite	7.168	3.021	4	345.30	372.63	4.4954	2.2143	72.152	1.53	2.91	7.68	167.86	112.08	True	no
3554	Aragonite	1.3312	1.3019	4	383.31	365.15	1.6125	1.534	73.248	0.32	1.34	59.24	108.22	79.34	True	no
3555	Aragonite	2.56	1.8054	4	402.00	365.28	2.307	1.6329	148.74	0.67	1.38	76.60	90.21	50.86	True	no
3556	Aragonite	1.9456	1.5739	3	409.32	365.53	1.9304	1.5043	60.214	0.45	0.89	33.04	146.30	32.97	True	no
3557	Aragonite	3.1744	2.0104	4	480.10	365.39	2.2856	1.2925	147.06	0.81	1.88	34.39	111.08	90.49	True	no
3558	Aragonite	1.024	1.1418	5	545.90	364.20	1.5282	1.7912	159.38	0.38	1.04	46.24	142.83	68.28	True	no
3559	Aragonite	2.6624	1.8412	3	549.77	364.23	1.5436	1.4057	135	0.41	0.64	168.19	81.32	145.84	True	edge
3560	Aragonite	1.7408	1.4888	4	130.41	366.65	2.1054	2	104.04	1.52	3.02	45.10	86.56	99.66	True	no
3561	Aragonite	1.6384	1.4443	3	133.44	365.63	1.5254	1.1154	43.87	0.68	1.73	49.98	94.98	60.28	True	no
3562	Aragonite	7.4752	3.0851	7	246.60	370.10	4.3034	1.9457	20.007	1.35	2.94	19.82	99.96	3.28	True	no
3563	Aragonite	5.3248	2.6038	6	255.02	369.85	4.4678	2.9443	115.7	0.62	1.68	87.88	78.87	26.18	True	no
3564	Aragonite	1.1264	1.1976	3	350.36	364.91	1.4255	1.4169	15.071	0.75	1.50	4.05	167.64	108.42	True	no
3565	Aragonite	1.024	1.1418	2	415.40	365.90	1.3344	1.3657	47.746	0.35	1.03	79.95	103.63	1.92	True	no
3566	Aragonite	1.3312	1.3019	5	428.08	367.08	2.5273	3.7685	68.749	0.88	1.06	100.33	137.69	27.48	True	no
3567	Aragonite	3.9936	2.255	5	474.72	367.05	2.9405	1.7004	168.67	0.85	2.69	144.84	103.09	30.90	True	no
3568	Aragonite	4.608	2.4222	8	491.67	368.02	3.7302	2.3715	40.019	1.24	2.08	105.85	101.68	61.18	True	no
3569	Aragonite	1.024	1.1418	4	506.70	366.00	1.8336	2.5787	76.645	0.75	0.98	23.18	44.89	28.45	True	no
3570	Aragonite	5.12	2.5532	5	119.14	370.04	3.4039	1.7773	121.22	0.55	2.26	66.11	93.57	71.63	True	no
3571	Aragonite	2.048	1.6148	3	147.30	366.90	2.6644	2.7225	155.2	0.86	2.08	144.63	103.90	3.87	True	no
3572	Aragonite	3.1744	2.0104	4	157.81	368.13	2.3883	1.4113	35.216	0.58	1.75	54.05	108.68	2.03	True	no
3573	Aragonite	2.1504	1.6547	5	162.00	368.52	2.6393	2.5442	72.811	0.59	1.61	125.54	114.43	107.62	True	no
3574	Aragonite	6.0416	2.7735	7	170.76	370.34	3.0662	1.2222	72.704	0.86	1.60	75.73	141.49	71.32	True	no
3575	Aragonite	2.7648	1.8762	3	199.30	368.30	2.5088	1.7879	128.84	0.47	1.33	46.20	79.22	113.35	True	no
3576	Aragonite	1.2288	1.2508	4	240.75	366.67	1.34	1.1477	109.81	0.56	0.56	22.15	106.28	4.76	True	no
3577	Aragonite	1.7408	1.4888	4	277.47	368.18	1.8289	1.5092	121.18	0.87	1.97	40.71	116.93	169.35	True	no
3578	Aragonite	1.1264	1.1976	2	283.00	367.27	1.6117	1.8113	105.26	0.61	0.83	88.79	71.10	156.03	True	no
3579	Aragonite	2.7648	1.8762	5	308.89	368.37	2.8299	2.2749	145.01	0.92	1.91	109.82	54.22	62.72	True	no
3580	Aragonite	4.608	2.4222	2	329.33	369.64	3.005	1.5391	102.67	0.92	2.88	37.12	128.52	177.75	True	no
3581	Aragonite	4.8128	2.4754	7	355.91	367.79	4.768	3.71	8.1856	0.87	1.54	178.27	116.62	152.97	True	no
3582	Aragonite	1.7408	1.4888	4	386.35	367.24	1.672	1.2613	127.07	0.73	0.79	2.65	86.47	17.27	True	no
3583	Aragonite	2.4576	1.7689	6	391.92	368.17	2.1336	1.4548	74.23	0.58	1.73	149.27	152.09	142.16	True	no
3584	Aragonite	1.6384	1.4443	3	430.19	367.50	2.1073	2.1287	72.71	0.53	1.46	24.76	107.43	128.52	True	no
3585	Aragonite	1.7408	1.4888	5	438.29	367.65	1.8116	1.4807	58.414	0.64	1.34	64.66	73.11	129.95	True	no
3586	Aragonite	1.3312	1.3019	4	444.08	366.54	2.2291	2.9317	24.043	0.82	1.16	142.54	73.14	157.35	True	no
3587	Aragonite	1.8432	1.5319	5	503.94	367.89	2.4471	2.5517	81.15	0.86	1.54	36.54	88.80	74.39	True	no
3588	Aragonite	1.2288	1.2508	4	124.50	367.58	1.5836	1.603	17.384	0.92	1.52	24.42	77.74	93.24	True	no
3589	Aragonite	1.6384	1.4443	4	126.88	368.31	1.6442	1.2959	95.852	1.35	2.77	142.53	91.76	75.24	True	no
3590	Aragonite	2.8672	1.9107	4	165.43	368.86	2.7971	2.1431	56.895	0.88	1.40	4.34	93.58	60.96	True	no
3591	Aragonite	1.536	1.3985	3	189.93	368.00	1.6846	1.451	29.991	0.64	1.54	13.70	23.62	32.09	True	no
3592	Aragonite	1.1264	1.1976	3	244.55	367.09	1.4499	1.4659	3.9717	0.22	0.61	155.61	76.26	8.24	True	no
3593	Aragonite	4.1984	2.312	3	371.44	370.12	2.8982	1.5714	111.75	0.76	1.67	177.19	113.92	92.50	True	no
3594	Aragonite	3.584	2.1362	5	377.66	368.23	2.6628	1.5538	20.416	0.43	0.87	122.58	157.33	108.74	True	no
3595	Aragonite	2.048	1.6148	5	417.95	367.95	2.0141	1.5557	19.142	0.89	1.64	65.06	122.91	154.02	True	no
3596	Aragonite	1.1264	1.1976	4	544.91	367.36	1.4255	1.4169	74.929	0.43	0.89	140.16	33.28	74.13	True	no
3597	Aragonite	4.3008	2.3401	6	547.81	368.19	2.284	1.9054	41.857	0.58	1.30	18.86	48.74	48.05	True	edge
3598	Aragonite	6.3488	2.8432	8	142.52	371.21	3.9622	1.9421	135.34	0.87	1.85	137.39	40.12	4.78	True	no
3599	Aragonite	15.872	4.4954	10	195.59	374.43	5.5551	1.527	8.5566	1.72	3.76	99.72	64.06	95.21	True	no
3600	Aragonite	2.9696	1.9445	5	224.76	369.90	2.0111	1.0697	10.901	0.73	1.60	113.78	127.44	15.48	True	no
3601	Aragonite	1.1264	1.1976	3	274.18	370.00	2.3413	3.822	74.142	0.68	1.14	40.63	117.15	169.65	True	no
3602	Aragonite	4.3008	2.3401	3	291.90	370.17	3.1677	1.8324	144.4	1.06	2.42	84.68	115.59	43.52	True	no
3603	Aragonite	21.299	5.2076	11	328.01	379.21	7.7276	2.202	132.84	1.57	3.29	101.64	13.42	55.82	True	no
3604	Aragonite	2.6624	1.8412	4	412.85	370.58	3.0043	2.6627	100.7	0.68	1.33	77.48	39.65	2.59	True	no
3605	Aragonite	11.776	3.8722	7	443.45	374.00	4.8041	1.5393	44.409	1.01	2.21	118.13	49.16	102.65	True	no
3606	Aragonite	2.048	1.6148	6	485.45	371.60	2.8011	3.009	80.174	0.52	1.24	49.00	71.25	65.01	True	no
3607	Aragonite	2.7648	1.8762	5	499.04	369.33	1.9318	1.0602	79.623	0.65	1.56	117.07	119.53	114.20	True	no
3608	Aragonite	2.4576	1.7689	4	148.46	370.79	3.228	3.33	147.05	0.77	1.47	148.95	155.78	8.36	True	no
3609	Aragonite	1.024	1.1418	2	179.00	369.90	1.4868	1.6954	110.5	0.61	1.15	126.98	106.29	141.82	True	no
3610	Aragonite	1.1264	1.1976	3	220.00	369.73	1.6117	1.8113	105.26	0.81	1.95	17.84	143.94	150.49	True	no
3611	Aragonite	6.0416	2.7735	4	262.68	372.20	3.0967	1.2466	46.906	0.90	1.66	105.22	95.87	24.59	True	no
3612	Aragonite	1.4336	1.351	2	407.07	370.29	2.0558	2.3155	129.3	0.46	0.88	19.20	98.83	148.01	True	no
3613	Aragonite	19.661	5.0033	9	419.11	381.22	7.1097	2.0193	86.745	1.69	4.48	89.79	62.37	154.45	True	no
3614	Aragonite	1.8432	1.5319	4	456.89	369.89	1.6839	1.2082	1.2724	0.93	1.68	134.03	116.71	161.57	True	no
3615	Aragonite	1.7408	1.4888	5	470.29	371.06	2.6765	3.2319	119.07	1.04	1.76	142.23	104.92	29.99	True	no
3616	Aragonite	2.9696	1.9445	5	482.10	372.90	3.3675	2.9992	84.07	0.61	1.24	159.06	119.85	82.95	True	no
3617	Aragonite	1.536	1.3985	1	538.53	371.00	2.4463	3.0599	109.24	0.85	2.21	161.54	90.57	76.42	True	no
3618	Aragonite	11.878	3.889	9	539.30	374.98	3.9426	1.0278	73.884	1.37	5.16	44.71	76.06	94.41	True	no
3619	Aragonite	4.7104	2.449	2	549.78	371.78	2.2832	1.7383	80.012	0.69	1.67	143.70	31.18	77.53	True	edge
3620	Aragonite	1.2288	1.2508	5	134.58	370.42	1.5874	1.6106	3.7303	0.97	1.28	16.96	25.46	133.52	True	no
3621	Aragonite	1.6384	1.4443	3	154.13	371.44	1.6441	1.2958	123.89	0.37	1.21	133.11	89.37	7.00	True	no
3622	Aragonite	3.6864	2.1665	5	206.42	373.39	2.9538	1.8588	65.695	0.68	1.80	53.95	104.01	51.07	True	no
3623	Aragonite	1.1264	1.1976	5	229.64	370.55	1.682	1.9727	41.203	0.19	1.05	53.18	68.99	150.85	True	no
3624	Aragonite	4.4032	2.3678	6	236.40	373.60	3.1858	1.8103	66.895	0.61	2.38	147.13	26.07	76.17	True	no
3625	Aragonite	1.9456	1.5739	1	282.74	371.26	1.6656	1.1199	26.655	1.23	2.18	62.98	129.76	151.22	True	no
3626	Aragonite	8.9088	3.3679	7	386.00	373.31	4.0892	1.4742	153.05	0.77	2.95	166.75	130.12	110.76	True	no
3627	Aragonite	1.9456	1.5739	3	395.32	371.58	1.6415	1.0877	143.13	1.37	2.41	134.62	126.18	70.04	True	no
3628	Aragonite	2.3552	1.7317	3	402.22	371.09	1.9432	1.2592	99.012	0.70	2.48	133.88	126.37	70.82	True	no
3629	Aragonite	1.3312	1.3019	2	421.77	371.15	1.9188	2.1722	88.682	1.01	1.68	174.77	22.30	83.25	True	no
3630	Aragonite	1.024	1.1418	4	453.20	371.20	2.0408	3.1943	137.1	0.63	1.18	154.71	55.91	159.62	True	no
3631	Aragonite	4.8128	2.4754	5	476.64	372.72	2.5798	1.0861	162.94	0.81	1.59	26.22	31.30	107.83	True	no
3632	Aragonite	4.1984	2.312	4	496.17	375.05	4.2908	3.4442	125.77	0.78	1.51	54.67	125.83	77.12	True	no
3633	Aragonite	1.3312	1.3019	4	495.77	372.00	2.0145	2.3944	96.113	0.43	0.71	40.05	121.96	70.91	True	no
3634	Aragonite	3.3792	2.0743	3	509.03	372.12	2.7481	1.7553	45.699	0.99	2.12	172.12	83.51	128.32	True	no
3635	Aragonite	2.6624	1.8412	6	127.54	373.85	3.0407	2.7275	138.42	0.53	0.91	118.42	27.04	12.61	True	no
3636	Aragonite	3.3792	2.0743	4	184.52	372.12	2.9127	1.9718	168.09	0.76	1.21	175.60	118.34	16.74	True	no
3637	Aragonite	4.8128	2.4754	4	305.89	377.04	3.5255	2.0284	99.165	0.89	1.88	110.69	140.46	11.14	True	no
3638	Aragonite	4.7104	2.449	3	309.65	376.85	5.3453	4.764	106.83	1.36	2.83	102.47	88.47	6.49	True	no
3639	Aragonite	1.6384	1.4443	4	357.88	371.63	1.5782	1.194	119.2	0.72	1.44	91.66	156.46	81.01	True	no
3640	Aragonite	1.3312	1.3019	4	406.23	373.00	1.8678	2.0584	121.01	0.74	2.26	60.05	47.48	133.59	True	no
3641	Aragonite	1.3312	1.3019	2	434.54	372.46	1.5923	1.4959	66.697	0.61	1.25	25.01	107.91	126.77	True	no
3642	Aragonite	2.8672	1.9107	6	465.71	371.89	2.4531	1.6484	4.4366	0.56	0.87	113.41	60.61	37.36	True	no
3643	Aragonite	1.2288	1.2508	2	519.92	372.17	1.606	1.6485	80.583	0.57	1.52	145.29	111.97	101.20	True	no
3644	Aragonite	5.632	2.6779	8	218.16	376.40	4.1369	2.3866	33.189	1.21	2.69	62.33	60.12	151.63	True	no
3645	Aragonite	4.8128	2.4754	5	274.21	376.02	4.097	2.7393	46.375	0.71	1.78	140.72	8.47	84.94	True	no
3646	Aragonite	1.1264	1.1976	3	350.36	374.18	2.296	3.6757	92.34	0.84	1.21	69.11	111.53	166.47	True	no
3647	Aragonite	1.536	1.3985	5	378.07	373.33	1.9591	1.9625	84.586	0.40	1.22	133.65	50.37	60.43	True	no
3648	Aragonite	2.3552	1.7317	3	427.83	375.61	3.1477	3.3041	75.447	1.51	2.80	23.77	106.03	127.50	True	no
3649	Aragonite	1.3312	1.3019	5	500.00	373.23	2.1929	2.8372	46.834	0.51	0.91	172.23	84.41	126.93	True	no
3650	Aragonite	6.9632	2.9776	4	546.97	375.00	2.5229	1.4359	123.26	0.89	1.51	161.48	94.08	72.23	True	edge
3651	Aragonite	1.3312	1.3019	4	124.08	374.54	1.6325	1.5723	110.44	0.69	1.27	131.10	125.59	72.03	True	no
3652	Aragonite	3.7888	2.1964	4	133.68	375.00	2.5935	1.3944	98.36	0.72	1.54	156.59	117.11	95.72	True	no
3653	Aragonite	1.024	1.1418	6	137.80	373.50	1.3362	1.3693	90	1.05	1.26	135.73	47.81	24.65	True	no
3654	Aragonite	2.7648	1.8762	6	163.48	374.85	2.6878	2.0523	145.75	0.74	2.06	51.80	117.32	24.35	True	no
3655	Aragonite	12.39	3.9719	6	177.33	378.88	4.8532	1.493	101.81	0.69	2.55	70.81	93.22	52.04	True	no
3656	Aragonite	2.1504	1.6547	4	224.67	375.38	2.6478	2.5606	58.927	0.57	0.93	124.06	24.27	99.34	True	no
3657	Aragonite	4.1984	2.312	5	231.56	378.12	4.2717	3.4136	100.72	1.01	2.54	113.06	126.24	15.12	True	no
3658	Aragonite	15.667	4.4663	7	244.29	380.21	5.7247	1.6429	44.974	1.01	3.09	57.08	59.69	152.02	True	no
3659	Aragonite	3.4816	2.1054	7	458.00	374.06	2.9524	1.9663	17.413	1.30	3.34	80.49	57.93	171.38	True	no
3660	Aragonite	2.2528	1.6936	5	504.00	374.73	2.1259	1.5757	75.234	0.69	1.61	153.48	106.21	95.40	True	no
3661	Aragonite	8.3968	3.2697	6	157.88	382.02	4.6246	2.0005	83.907	1.03	2.53	46.63	86.03	55.41	True	no
3662	Aragonite	3.9936	2.255	7	225.05	379.10	2.9734	1.7387	51.146	0.75	2.07	31.42	117.44	153.26	True	no
3663	Aragonite	10.752	3.7	9	344.60	386.04	5.7116	2.383	69.588	1.31	2.70	68.99	111.82	166.04	True	no
3664	Aragonite	20.685	5.1319	8	358.24	383.24	7.298	2.0223	117.55	1.32	3.67	68.53	48.38	28.64	True	no
3665	Aragonite	2.048	1.6148	4	361.65	374.65	1.9841	1.5097	155.23	0.39	0.73	112.45	104.51	69.27	True	no
3666	Aragonite	3.1744	2.0104	7	401.97	375.23	3.1986	2.5313	167.03	1.52	2.24	22.09	51.92	66.29	True	no
3667	Aragonite	8.2944	3.2497	7	408.30	380.30	5.2148	2.575	68.156	0.89	2.56	86.99	166.82	7.62	True	no
3668	Aragonite	1.2288	1.2508	2	425.50	377.00	3.1099	6.1816	81.517	0.74	1.10	103.64	136.62	30.97	True	no
3669	Aragonite	4.9152	2.5016	6	488.94	377.77	3.2692	1.7077	128.85	1.12	3.01	54.55	126.97	75.83	True	no
3670	Aragonite	11.059	3.7525	9	496.90	385.01	5.9849	2.5438	105.59	1.00	3.11	172.99	84.94	127.66	True	no
3671	Aragonite	2.3552	1.7317	5	509.39	377.48	2.3178	1.7915	65.525	1.24	3.17	76.89	66.66	92.99	True	no
3672	Aragonite	13.722	4.1798	7	526.90	378.14	4.5389	1.1792	23.939	1.14	3.74	75.88	64.46	94.16	True	no
3673	Aragonite	1.2288	1.2508	3	141.83	374.92	1.606	1.6485	170.58	0.66	1.48	21.49	59.78	79.84	True	no
3674	Aragonite	1.1264	1.1976	3	147.00	376.45	1.8788	2.4612	72.172	0.66	1.11	24.74	75.36	98.24	True	no
3675	Aragonite	6.5536	2.8887	6	152.17	377.50	3.7126	1.6518	38.469	1.22	2.56	90.41	75.69	80.34	True	no
3676	Aragonite	1.536	1.3985	5	374.13	375.93	1.5555	1.2373	76.296	0.48	0.60	178.89	117.38	152.90	True	no
3677	Aragonite	1.8432	1.5319	5	380.72	376.61	1.6352	1.1394	98.786	0.52	0.84	107.17	77.95	94.49	True	no
3678	Aragonite	1.4336	1.351	3	397.07	376.50	1.8138	1.8023	101.81	0.74	1.67	78.26	88.76	50.61	True	no
3679	Aragonite	3.584	2.1362	4	465.14	377.51	2.6891	1.5846	128.47	0.65	1.65	170.87	116.20	54.02	True	no
3680	Aragonite	10.035	3.5745	9	474.48	380.65	5.3591	2.2477	147.17	1.73	3.72	68.00	46.47	78.02	True	no
3681	Aragonite	7.9872	3.189	6	515.73	380.29	4.6058	2.086	133.59	0.87	2.87	117.30	36.86	5.48	True	no
3682	Aragonite	1.024	1.1418	3	120.80	375.90	1.3133	1.3229	153.43	0.28	1.08	32.86	61.29	73.91	True	no
3683	Aragonite	5.12	2.5532	7	141.34	380.14	3.0623	1.4385	111.57	0.72	1.46	139.19	50.55	76.38	True	no
3684	Aragonite	2.4576	1.7689	3	184.38	377.63	1.9923	1.2685	145.54	0.88	1.34	77.12	98.71	111.43	True	no
3685	Aragonite	1.8432	1.5319	3	126.06	378.06	1.6386	1.1441	135	0.53	0.92	89.54	75.48	76.04	True	no
3686	Aragonite	1.024	1.1418	4	137.00	378.20	1.7819	2.4354	64.33	0.45	0.86	65.95	160.25	138.14	True	no
3687	Aragonite	5.4272	2.6287	7	254.25	379.36	4.0137	2.3313	27.144	0.70	1.49	150.19	23.52	71.72	True	no
3688	Aragonite	1.2288	1.2508	3	268.67	378.25	2.1768	3.0286	85.214	0.35	0.70	78.46	48.58	34.16	True	no
3689	Aragonite	1.024	1.1418	2	289.30	377.20	1.461	1.637	161.78	0.81	1.13	62.19	129.85	150.09	True	no
3690	Aragonite	1.1264	1.1976	5	376.55	377.82	1.4693	1.5054	41.028	0.85	2.26	67.87	125.98	14.22	True	no
3691	Aragonite	1.8432	1.5319	4	453.39	378.56	1.8345	1.434	127.25	0.90	1.40	169.22	116.58	54.89	True	no
3692	Aragonite	3.1744	2.0104	4	460.97	379.61	3.3982	2.8571	128.65	1.27	1.96	65.69	48.69	79.40	True	no
3693	Aragonite	1.3312	1.3019	5	483.62	377.92	1.6475	1.6013	57.3	0.33	0.71	73.16	136.89	87.58	True	no
3694	Aragonite	2.048	1.6148	4	163.45	380.00	2.1192	1.7222	110.79	0.72	1.00	8.79	142.31	64.12	True	no
3695	Aragonite	7.2704	3.0425	8	169.18	382.49	3.5669	1.3744	119.98	0.66	1.84	131.44	88.30	69.39	True	no
3696	Aragonite	2.1504	1.6547	4	208.19	379.57	2.2506	1.85	106.25	1.00	1.55	87.57	25.40	130.33	True	no
3697	Aragonite	1.7408	1.4888	1	274.12	379.82	2.2337	2.251	71.683	0.58	1.72	50.44	62.20	171.37	True	no
3698	Aragonite	1.7408	1.4888	3	339.29	380.59	2.4488	2.7054	77.364	0.91	1.50	90.19	61.56	159.86	True	no
3699	Aragonite	12.083	3.9223	11	370.91	383.95	5.3796	1.8811	128.46	1.65	4.92	139.83	127.71	25.35	True	no
3700	Aragonite	1.536	1.3985	2	370.47	378.93	1.668	1.4226	118.32	0.79	1.14	115.56	68.33	22.60	True	no
3701	Aragonite	1.1264	1.1976	3	403.27	378.36	1.3639	1.2971	156.8	0.59	1.08	131.71	94.00	6.48	True	no
3702	Aragonite	1.3312	1.3019	3	449.31	378.85	1.6115	1.5322	123.16	0.67	1.77	64.83	55.64	79.95	True	no
3703	Aragonite	4.3008	2.3401	2	549.05	379.67	2.0328	1.5092	29.606	0.71	1.24	110.32	77.87	72.64	True	edge
3704	Aragonite	3.3792	2.0743	5	204.39	381.85	2.5	1.4526	96.382	0.69	1.24	17.45	142.77	150.60	True	no
3705	Aragonite	1.7408	1.4888	5	384.12	379.59	1.6858	1.2823	164.83	0.56	1.13	85.60	122.69	57.08	True	no
3706	Aragonite	1.9456	1.5739	3	392.53	380.26	1.8808	1.4279	136.22	0.74	1.65	73.46	93.83	45.25	True	no
3707	Aragonite	4.1984	2.312	7	399.83	381.29	2.549	1.2155	163.2	0.73	1.15	19.94	103.36	176.34	True	no
3708	Aragonite	3.1744	2.0104	4	507.03	382.03	3.0094	2.2407	124.53	1.01	2.49	111.61	128.07	28.19	True	no
3709	Aragonite	1.024	1.1418	3	147.30	381.70	2.102	3.3888	116.86	0.47	0.70	64.05	105.97	92.55	True	no
3710	Aragonite	1.4336	1.351	4	218.29	380.50	1.3654	1.0214	90	0.40	0.47	53.63	133.58	35.94	True	no
3711	Aragonite	8.704	3.329	8	265.21	386.24	4.7857	2.0666	106.29	1.77	3.25	64.42	129.42	135.55	True	no
3712	Aragonite	2.2528	1.6936	3	289.59	381.50	2.3027	1.8486	99.357	0.57	0.88	91.32	72.16	156.45	True	no
